class_code,subject_name,professor,classroom,day,period,level,number_of_credit,content_of_class,evaluation_system,class_url
LANK101F,Korean II 51,布袋　敏博／近藤　友梨,教室未定,木,2,その他外国語,2,"A term is begun from review of the basic grammar studied in the second half of L1. A basic grammar matter is mastered using the example carried out based on expression which everyday life is sufficient. In this part, since the fundamentally most important grammar matter of Korean study comes out, it is the type of eight irregular practical use, etc. at the acquisition. The study item of a lesson does not progress linearly, but feeding back, it is devised so that the repetitive study can be carried out. The contents are as follows.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO14600512018210CO1460021&pLng=jp
LANK101F,Korean II 52,龍野　沙代／金　鉉洙,教室未定,火,2,その他外国語,2,"A term is begun from review of the basic grammar studied in the second half of L1. A basic grammar matter is mastered using the example carried out based on expression which everyday life is sufficient. In this part, since the fundamentally most important grammar matter of Korean study comes out, it is the type of eight irregular practical use, etc. at the acquisition. The study item of a lesson does not progress linearly, but feeding back, it is devised so that the repetitive study can be carried out. The contents are as follows.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO14600522018210CO1460021&pLng=jp
LANK101F,Korean II 52,龍野　沙代／金　鉉洙,教室未定,金,2,その他外国語,2,"A term is begun from review of the basic grammar studied in the second half of L1. A basic grammar matter is mastered using the example carried out based on expression which everyday life is sufficient. In this part, since the fundamentally most important grammar matter of Korean study comes out, it is the type of eight irregular practical use, etc. at the acquisition. The study item of a lesson does not progress linearly, but feeding back, it is devised so that the repetitive study can be carried out. The contents are as follows.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO14600522018210CO1460021&pLng=jp
LANG301F,German III 51,マティアス　クロル／泉　ボグミワ,教室未定,水,2,その他外国語,2,"This course provides a further deepening of the Level 2 knowledge of German grammar and communicative skills and widens, on the other hand, the understanding of a variety of features of modern Germany. The textbook used for Level 3 at the beginning is the same as the already used for Level 2 (from lessen 9) and then we proceed to lesson 2 of Themen aktuell 2.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15200512018210CO1520021&pLng=jp
LANG301F,German III 51,マティアス　クロル／泉　ボグミワ,教室未定,金,1,その他外国語,2,"This course provides a further deepening of the Level 2 knowledge of German grammar and communicative skills and widens, on the other hand, the understanding of a variety of features of modern Germany. The textbook used for Level 3 at the beginning is the same as the already used for Level 2 (from lessen 9) and then we proceed to lesson 2 of Themen aktuell 2.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15200512018210CO1520021&pLng=jp
LANS301F,Spanish III 51,中村　雄輝／間藤　茂子,教室未定,月,2,その他外国語,2,"This course will be taught in Spanish.This is the third stage in Spanish language learning. Students will continue to acquire knowledge of grammar, vocabulary, and expressions through tasks focused on developing the ability to communicate in a foreign language. This course is designed to enable students who have already taken SpanishⅠandⅡto improve listening, speaking, reading and writing skills in Spanish, while increasing their awareness of the Spanish speaking world. This course not only continues to serve as a bridge where students’ native language(s) and culture(s) and the target (Spanish) language and culture meet, but also serves as a step to an intermediate level.","['試験:', '80％', '30％\u3000One mid-term examination', '50％\u3000One final examination', 'その他:', '20％', 'In-class activities, homework, compositions, etc.', '備考・関連URL', 'Regular attendance is required, and students must regularly review grammar (such as verb conjugations) and vocabulary. In order to take the final examination(s), students must have an absolute minimum of 2/3 of the classes during this semester. If students have absences exceeding 1/3 of the classes without a legitimate excuse, they are not allowed to take the final examination(s). See the “Attendance policy” which will be distributed during the first week.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15300512018210CO1530021&pLng=jp
LANS301F,Spanish III 51,中村　雄輝／間藤　茂子,教室未定,木,2,その他外国語,2,"This course will be taught in Spanish.This is the third stage in Spanish language learning. Students will continue to acquire knowledge of grammar, vocabulary, and expressions through tasks focused on developing the ability to communicate in a foreign language. This course is designed to enable students who have already taken SpanishⅠandⅡto improve listening, speaking, reading and writing skills in Spanish, while increasing their awareness of the Spanish speaking world. This course not only continues to serve as a bridge where students’ native language(s) and culture(s) and the target (Spanish) language and culture meet, but also serves as a step to an intermediate level.","['試験:', '80％', '30％\u3000One mid-term examination', '50％\u3000One final examination', 'その他:', '20％', 'In-class activities, homework, compositions, etc.', '備考・関連URL', 'Regular attendance is required, and students must regularly review grammar (such as verb conjugations) and vocabulary. In order to take the final examination(s), students must have an absolute minimum of 2/3 of the classes during this semester. If students have absences exceeding 1/3 of the classes without a legitimate excuse, they are not allowed to take the final examination(s). See the “Attendance policy” which will be distributed during the first week.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15300512018210CO1530021&pLng=jp
LANC301F,Chinese III 51,井口　博文,教室未定,火,1,その他外国語,2,"This course is designed for students who have completed the second-level course or for those who have the equivalent ability. The students are expected not only to “study Chinese”, but also to “study something through Chinese.” This course also provides opportunities to learn how to use the internet, and to make Chinese material worth publishing. Therefore you make your own material together. First one of you choose a favorite article in Chinese on the web, and then use various types of software and web resources to translate it into Japanese, indicating pronunciations using Hanyu pinyin. Finally you write some questions and answers in Chinese for confirmation and further discussion. In discussion part, you just do your best to speak Chinese without fear of failure.","['試験:', '50％', 'Recitation, translation, writing, etc.', '平常点評価:', '50％', 'Class participation and assignments.', '備考・関連URL', 'Students are expected to attend classes regularly and punctually.The instructor’s explanations are mostly in Japanese.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15400512018210CO1540021&pLng=jp
LANC301F,Chinese III 51,井口　博文,教室未定,金,2,その他外国語,2,"This course is designed for students who have completed the second-level course or for those who have the equivalent ability. The students are expected not only to “study Chinese”, but also to “study something through Chinese.” This course also provides opportunities to learn how to use the internet, and to make Chinese material worth publishing. Therefore you make your own material together. First one of you choose a favorite article in Chinese on the web, and then use various types of software and web resources to translate it into Japanese, indicating pronunciations using Hanyu pinyin. Finally you write some questions and answers in Chinese for confirmation and further discussion. In discussion part, you just do your best to speak Chinese without fear of failure.","['試験:', '50％', 'Recitation, translation, writing, etc.', '平常点評価:', '50％', 'Class participation and assignments.', '備考・関連URL', 'Students are expected to attend classes regularly and punctually.The instructor’s explanations are mostly in Japanese.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15400512018210CO1540021&pLng=jp
LANK201F,Korean III 51,金　牡蘭／安　垠姫,教室未定,水,2,その他外国語,2,"A term is begun from the continuation with review of the basic grammar studied by L2. This part may also roughly be divided into two. For the first half, it is acquisition of the basic grammar matter using the example carried out based on expression and everyday life is sufficient as the first half, and is used and a fundamental idiom, and the ending. For the second half, Expressional width is expanded through reading comprehension of easy books and magazines.","['試験:', '45％', 'Mid-term and final exam', 'レポート:', '25％', 'Weekly tests', '平常点評価:', '30％', 'Class attendance', 'その他:', 'Attendance-and-absence (lateness) and Setup that take part in class: 30％', 'Small test: 25％', 'Term-end examination: 45％', '備考・関連URL']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15600512018210CO1560021&pLng=jp
LANK201F,Korean III 51,金　牡蘭／安　垠姫,教室未定,金,2,その他外国語,2,"A term is begun from the continuation with review of the basic grammar studied by L2. This part may also roughly be divided into two. For the first half, it is acquisition of the basic grammar matter using the example carried out based on expression and everyday life is sufficient as the first half, and is used and a fundamental idiom, and the ending. For the second half, Expressional width is expanded through reading comprehension of easy books and magazines.","['試験:', '45％', 'Mid-term and final exam', 'レポート:', '25％', 'Weekly tests', '平常点評価:', '30％', 'Class attendance', 'その他:', 'Attendance-and-absence (lateness) and Setup that take part in class: 30％', 'Small test: 25％', 'Term-end examination: 45％', '備考・関連URL']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO15600512018210CO1560021&pLng=jp
LANF102F,Intensive French I  51,ジュンタ　レナ／ベルテ　ディディエ／メール　フランク　アルノー,教室未定,火,2,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100512018210CO1610021&pLng=jp
LANF102F,Intensive French I  51,ジュンタ　レナ／ベルテ　ディディエ／メール　フランク　アルノー,教室未定,水,2,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100512018210CO1610021&pLng=jp
LANF102F,Intensive French I  51,ジュンタ　レナ／ベルテ　ディディエ／メール　フランク　アルノー,教室未定,金,1,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100512018210CO1610021&pLng=jp
LANF102F,Intensive French I  51,ジュンタ　レナ／ベルテ　ディディエ／メール　フランク　アルノー,教室未定,金,2,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100512018210CO1610021&pLng=jp
LANF102F,Intensive French I  52,富田　今日子／ファイフ　ビートリックス　アグネス,教室未定,月,2,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100522018210CO1610021&pLng=jp
LANF102F,Intensive French I  52,富田　今日子／ファイフ　ビートリックス　アグネス,教室未定,水,2,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100522018210CO1610021&pLng=jp
LANF102F,Intensive French I  52,富田　今日子／ファイフ　ビートリックス　アグネス,教室未定,木,2,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100522018210CO1610021&pLng=jp
LANF102F,Intensive French I  52,富田　今日子／ファイフ　ビートリックス　アグネス,教室未定,金,2,その他外国語,4,"This course is designed for complete beginners in French who want to acquire a solid competence in French during their undergraduate studies, and possibly study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course is published in France (Amical 1) and is essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16100522018210CO1610021&pLng=jp
LANF302F,Intensive French II  51,大善　哲郎／林　ゆき,教室未定,月,1,その他外国語,4,"IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).This course is designed for students who have completed either Intensive FrenchⅠor FrenchⅠand who want to acquire a solid competence in French during their undergraduate studies, possibly in order to study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course are published in France (Amical 1& Amical 2) and are essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16200512018210CO1620021&pLng=jp
LANF302F,Intensive French II  51,大善　哲郎／林　ゆき,教室未定,月,2,その他外国語,4,"IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).This course is designed for students who have completed either Intensive FrenchⅠor FrenchⅠand who want to acquire a solid competence in French during their undergraduate studies, possibly in order to study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course are published in France (Amical 1& Amical 2) and are essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16200512018210CO1620021&pLng=jp
LANF302F,Intensive French II  51,大善　哲郎／林　ゆき,教室未定,火,1,その他外国語,4,"IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).This course is designed for students who have completed either Intensive FrenchⅠor FrenchⅠand who want to acquire a solid competence in French during their undergraduate studies, possibly in order to study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course are published in France (Amical 1& Amical 2) and are essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16200512018210CO1620021&pLng=jp
LANF302F,Intensive French II  51,大善　哲郎／林　ゆき,教室未定,火,2,その他外国語,4,"IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).This course is designed for students who have completed either Intensive FrenchⅠor FrenchⅠand who want to acquire a solid competence in French during their undergraduate studies, possibly in order to study abroad in a French-speaking country (France, Switzerland, Belgium, Canada, Africa...) either at undergraduate (Sciences Po, Geneva University, Brussels University, Montreal University...) or graduate level (Sciences Po Paris, Graduate Institute of International and Development Studies of Geneva...). Ideally, students should minimally graduate as trilingual (Japanese/English/French) citizens in order to work or study further at an international level. For more information about DELF-DALF, see:http://www.ciep.fr/en/delfdalf/index.phphttp://www.calosa.com/delfdalf/accueil_jp.htmThe textbook used for this course are published in France (Amical 1& Amical 2) and are essentially based on the principles of the communicative approaches. Each lesson includes dialogues and activities (role-plays as well as grammar exercises, reading and listening tasks) covering a wide range of “know-how” (e.g. ask a question, accept or refuse something, talk about yourself, etc.), lexical, grammatical and phonetic content. It also contains a multilingual glossary and an MP3 CD. Beside the main textbook, a Workbook is part of the required set for homework. Students are expected to be active in class, revise and study at home, and use French as much as possible. The teachers may teach in French, English or Japanese, depending on the needs of the students.IMPORTANT: since both textbooks (Amical 1& Amical 2) will be used during the semester, students are expected to get BOTH textbooks at the BEGINNING of the semester (it is more difficult to getthe textbooks during the term).",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16200512018210CO1620021&pLng=jp
LANG302F,Intensive German II  51,ニッケル　フランク／シャルロート　ヨアヒム／Ｅ・ヘルメル,教室未定,月,2,その他外国語,4,"This course continues the class Intensive GermanⅠ, and covers in one semester what is normally possible to be achieved in two semesters. Our textbook will be the rest of Themen aktuell 1 (lesson 9-10) and Themen aktuell 2.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16400512018210CO1640021&pLng=jp
LANG302F,Intensive German II  51,ニッケル　フランク／シャルロート　ヨアヒム／Ｅ・ヘルメル,教室未定,水,2,その他外国語,4,"This course continues the class Intensive GermanⅠ, and covers in one semester what is normally possible to be achieved in two semesters. Our textbook will be the rest of Themen aktuell 1 (lesson 9-10) and Themen aktuell 2.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16400512018210CO1640021&pLng=jp
LANG302F,Intensive German II  51,ニッケル　フランク／シャルロート　ヨアヒム／Ｅ・ヘルメル,教室未定,木,2,その他外国語,4,"This course continues the class Intensive GermanⅠ, and covers in one semester what is normally possible to be achieved in two semesters. Our textbook will be the rest of Themen aktuell 1 (lesson 9-10) and Themen aktuell 2.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16400512018210CO1640021&pLng=jp
LANG302F,Intensive German II  51,ニッケル　フランク／シャルロート　ヨアヒム／Ｅ・ヘルメル,教室未定,金,2,その他外国語,4,"This course continues the class Intensive GermanⅠ, and covers in one semester what is normally possible to be achieved in two semesters. Our textbook will be the rest of Themen aktuell 1 (lesson 9-10) and Themen aktuell 2.",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16400512018210CO1640021&pLng=jp
LANS102F,Intensive Spanish I  51,中村　雄輝／廣康　好美,教室未定,月,1,その他外国語,4,"This course will be taught in English and Spanish.This course is the initial stage in Spanish language learning for students who plan to study abroad in a Spanish - speaking country. It is an intensive course that meets 4 times per week. Students wanting to enroll in this course are reminded that the language proficiency and level expected at the end of this course will be an advanced novice level. Strong effort and commitment are required. Students will acquire knowledge of grammar, vocabulary, expressions, etc. through tasks focused on developing the ability to communicate in the target language. In addition, reading materials are also used. This course is demanding.","['試験:', '90％', 'Two mid-term examinations', 'Two final examinations', 'その他:', '10％', 'Quizzes, compositions, and other assignments', '備考・関連URL', 'Regular attendance is required, and students must regularly review grammar (such as verb conjugations) and vocabulary. In order to take the final examination(s), students must have an absolute minimum of 2/3 of the classes during this semester. If students have absences exceeding 1/3 of the classes without a legitimate excuse, they are not allowed to take the final examination(s). See the “Attendance policy” which will be distributed during the first week.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16500512018210CO1650021&pLng=jp
LANS102F,Intensive Spanish I  51,中村　雄輝／廣康　好美,教室未定,水,1,その他外国語,4,"This course will be taught in English and Spanish.This course is the initial stage in Spanish language learning for students who plan to study abroad in a Spanish - speaking country. It is an intensive course that meets 4 times per week. Students wanting to enroll in this course are reminded that the language proficiency and level expected at the end of this course will be an advanced novice level. Strong effort and commitment are required. Students will acquire knowledge of grammar, vocabulary, expressions, etc. through tasks focused on developing the ability to communicate in the target language. In addition, reading materials are also used. This course is demanding.","['試験:', '90％', 'Two mid-term examinations', 'Two final examinations', 'その他:', '10％', 'Quizzes, compositions, and other assignments', '備考・関連URL', 'Regular attendance is required, and students must regularly review grammar (such as verb conjugations) and vocabulary. In order to take the final examination(s), students must have an absolute minimum of 2/3 of the classes during this semester. If students have absences exceeding 1/3 of the classes without a legitimate excuse, they are not allowed to take the final examination(s). See the “Attendance policy” which will be distributed during the first week.']",https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=210CO16500512018210CO1650021&pLng=jp
